"id","question","option_a","option_b","option_c","option_d","correct_option","fun_fact"
417,"I’m a country famous for sushi, robots, and Mount Fuji! Who am I?","Japan","China","Korea","Thailand","Japan","In Japan, there are more pets than children!"
418,"I’m the city that never sleeps — too many lights, too many dreams! Who am I?","Paris","New York","Tokyo","Los Angeles","New York","New York City has over 8 million people and even more pigeons!"
419,"I’m the home of the Eiffel Tower and croissants! Who am I?","Rome","Paris","Berlin","Madrid","Paris","The Eiffel Tower grows about 6 inches taller in summer due to heat expansion!"
422,"I’m covered in sand, and my pyramids touch the sky! Who am I?","Egypt","Morocco","UAE","Turkey","Egypt","The Great Pyramid of Giza was the tallest man-made structure for 3,800 years!"
423,"I’m where pandas chill and dragons dance! Who am I?","Japan","China","Thailand","Korea","China","China has a ‘panda diplomacy’ — they gift pandas to other countries!"
424,"I’m famous for sushi, samurai, and cherry blossoms! Who am I?","Japan","Vietnam","Korea","Thailand","Japan","In Japan, slurping noodles loudly is a sign you’re enjoying your food!"
425,"I’m a desert with casinos and endless parties! Who am I?","Las Vegas","Dubai","Cairo","Miami","Las Vegas","Las Vegas has more than 150,000 hotel rooms!"
426,"I’m a city built on water — boats are my cars! Who am I?","Venice","Amsterdam","Bangkok","Istanbul","Venice","Venice has more than 400 bridges connecting its 118 islands!"
427,"I’m where the Big Ben rings and tea never runs out! Who am I?","London","Dublin","Berlin","Vienna","London","Big Ben is actually the bell’s name, not the tower!"
428,"I’m the coldest place on Earth — even penguins need scarves! Who am I?","Antarctica","Alaska","Greenland","Iceland","Antarctica","Antarctica has 70% of the world’s fresh water — all frozen!"
429,"I’m where the Taj Mahal smiles at the sunrise! Who am I?","India","Pakistan","Bangladesh","Nepal","India","The Taj Mahal changes color depending on the time of day!"
430,"I’m the land of tacos, sombreros, and spicy salsa! Who am I?","Mexico","Spain","Brazil","Argentina","Mexico","Mexico introduced chocolate, chilies, and corn to the world!"
431,"I’m the tallest mountain — clouds come to visit me! Who am I?","K2","Everest","Kilimanjaro","Fuji","Everest","Mount Everest grows about 4 millimeters taller every year!"
432,"I’m full of tulips, windmills, and bicycles! Who am I?","Netherlands","Belgium","Switzerland","Denmark","Netherlands","There are more bicycles than people in the Netherlands!"
433,"I’m famous for maple syrup and ice hockey! Who am I?","USA","Canada","Norway","Sweden","Canada","Canada has over 2 million lakes — the most in the world!"
434,"I’m a city with giant statues called moai! Who am I?","Easter Island","Hawaii","Madagascar","Bali","Easter Island","Each moai statue weighs around 14 tons!"
435,"I’m known as the City of Love — even pigeons fall in love here! Who am I?","Paris","Rome","Vienna","Prague","Paris","There are over 1,000 bakeries just for croissants in Paris!"
436,"I’m the smallest country in the world but have my own army! Who am I?","Vatican City","Monaco","Malta","Liechtenstein","Vatican City","The Vatican has only around 800 residents!"
437,"I’m where Christ the Redeemer spreads his arms! Who am I?","Rio de Janeiro","Buenos Aires","Mexico City","Lisbon","Rio de Janeiro","Christ the Redeemer was built in France and shipped to Brazil!"
438,"I’m where Big Five animals roam free! Who am I?","South Africa","Kenya","Namibia","Botswana","Kenya","Kenya’s Maasai Mara Reserve hosts the Great Migration of millions of animals!"
439,"I’m made of salt — no pepper allowed! Who am I?","Salar de Uyuni","Dead Sea","Sahara","White Sands","Salar de Uyuni","Salar de Uyuni in Bolivia is the largest salt flat in the world!"
440,"I’m where the Northern Lights dance! Who am I?","Iceland","Sweden","Norway","Finland","Iceland","The Northern Lights are caused by solar particles colliding with Earth’s atmosphere!"
441,"I’m called the Land Down Under! Who am I?","Australia","New Zealand","South Africa","Indonesia","Australia","Australia is wider than the moon!"
442,"I’m known for my spicy curries and colorful sarees! Who am I?","India","Thailand","Sri Lanka","Nepal","India","India has over 22 official languages!"
443,"I’m a frozen country where Santa Claus might live! Who am I?","Finland","Norway","Sweden","Iceland","Finland","Santa Claus’ official home is in Rovaniemi, Finland!"
444,"I’m a jungle with a big river running through me! Who am I?","Amazon Rainforest","Congo Basin","Sundarbans","Everglades","Amazon Rainforest","The Amazon produces 20% of the world’s oxygen!"
445,"I’m the city where Bollywood dances all day! Who am I?","Mumbai","Delhi","Chennai","Kolkata","Mumbai","Mumbai produces over 1,000 movies a year!"
446,"I’m where the Statue of Liberty holds her torch high! Who am I?","New York","Chicago","Boston","Philadelphia","New York","The Statue of Liberty was a gift from France!"
447,"I’m a city of pyramids made of chocolate dreams! Who am I?","Mexico City","Cairo","Brussels","Lima","Brussels","Belgium produces around 220,000 tons of chocolate per year!"
448,"I’m the city of spicy noodles and sky-high buildings! Who am I?","Tokyo","Seoul","Beijing","Bangkok","Seoul","South Korea has a special day just to celebrate noodles!"
449,"I’m known for bagpipes and kilts! Who am I?","Scotland","Ireland","Wales","England","Scotland","Scotland has over 400 words for 'rain'!"
450,"I’m famous for vampires and castles! Who am I?","Romania","Poland","Hungary","Ukraine","Romania","Dracula’s castle is based on a real place in Romania called Bran Castle!"
451,"I’m the city where the Great Wall runs for miles! Who am I?","Beijing","Shanghai","Xi’an","Hong Kong","Beijing","The Great Wall of China is over 13,000 miles long!"
452,"I’m known for deserts and oil-rich lands! Who am I?","Saudi Arabia","UAE","Kuwait","Qatar","Saudi Arabia","Saudi Arabia has no permanent rivers!"
453,"I’m a paradise of beaches and hula dances! Who am I?","Hawaii","Bali","Maldives","Fiji","Hawaii","Hawaii’s state fish is called Humuhumunukunukuāpuaʻa!"
454,"I’m where cheese melts and clocks tick perfectly! Who am I?","Switzerland","Austria","Germany","Poland","Switzerland","Switzerland has more than 450 varieties of cheese!"
455,"I’m home to Dracula’s cousin, Count Pizza! Who am I?","Rome","Naples","Venice","Florence","Naples","Naples is the birthplace of pizza!"
456,"I’m known for my green hills and lucky charms! Who am I?","Ireland","Scotland","Wales","England","Ireland","Ireland has no snakes — thanks to St. Patrick!"
457,"I’m the place where you can float without swimming! Who am I?","Dead Sea","Caspian Sea","Mediterranean Sea","Red Sea","Dead Sea","The Dead Sea is so salty that no fish can survive there!"
458,"I’m a big wall made of ice and dragons! (Okay, just ice.) Who am I?","Antarctica","Iceland","Greenland","Siberia","Greenland","Greenland is actually mostly white — covered in ice!"
459,"I’m the land of kangaroos’ cousins — kiwis! Who am I?","New Zealand","Australia","Fiji","Papua New Guinea","New Zealand","Kiwis are flightless birds that can live up to 50 years!"
460,"I’m where surfers and sharks share the same waves! Who am I?","Sydney","Miami","Cape Town","Rio","Sydney","Sydney’s Bondi Beach is one of the most famous beaches in the world!"
461,"I’m a place where bears steal honey and tourists’ snacks! Who am I?","Yellowstone National Park","Yosemite","Grand Canyon","Banff","Yellowstone National Park","Yellowstone was the first national park in the world!"
462,"I’m known for spicy kimchi and cool K-pop! Who am I?","South Korea","Japan","Thailand","Vietnam","South Korea","South Koreans eat over 1.5 million tons of kimchi a year!"
463,"I’m where deserts bloom and camels gossip! Who am I?","Dubai","Abu Dhabi","Riyadh","Doha","Dubai","Dubai has a police fleet that includes Ferraris and Lamborghinis!"
464,"I’m where pizza slices and the Statue of Liberty rule! Who am I?","New York","Chicago","Boston","San Francisco","New York","New Yorkers eat about 500,000 pizza slices daily!"
465,"I’m where everything’s bigger — even cowboy hats! Who am I?","Texas","Arizona","Nevada","Oklahoma","Texas","Texas could fit the whole of France inside it!"
466,"I’m a magical city where dreams come true — literally! Who am I?","Orlando","Los Angeles","Las Vegas","New York","Orlando","Orlando is home to Walt Disney World, the happiest place on Earth!"
467,"I’m so big that even airplanes look tiny above me — the Grandest of all! Who am I?","Grand Canyon","Niagara Falls","Mount Rushmore","Yosemite","Grand Canyon","The Grand Canyon is over a mile deep and could fit 19 Empire State Buildings on top of each other!"
468,"I’m a geyser who can’t stop showing off my steamy attitude! Who am I?","Old Faithful","Niagara Falls","Mount St. Helens","Crater Lake","Old Faithful","Old Faithful erupts every 90 minutes like a perfectly timed nature clock!"
469,"I’m a waterfall so powerful, people get soaked just by saying hi! Who am I?","Niagara Falls","Angel Falls","Yosemite Falls","Victoria Falls","Niagara Falls","Over 3,000 tons of water flow over Niagara Falls every second!"
470,"I’m a giant volcano, but don’t worry — I’m sleeping peacefully! Who am I?","Mount Rainier","Mount St. Helens","Mount Shasta","Mount Hood","Mount Rainier","Mount Rainier is so tall it creates its own weather!"
471,"I’m the world’s largest living tree — and I’ve seen dinosaurs come and go! Who am I?","General Sherman","Sequoia","Redwood","Oak King","General Sherman","General Sherman in California is 275 feet tall and over 2,000 years old!"
472,"I’m the land where buffalo roam and geysers go boom! Who am I?","Yellowstone National Park","Grand Canyon","Yosemite","Zion","Yellowstone National Park","Yellowstone was the world’s first national park, created in 1872!"
473,"I’m a mountain that got my face carved into fame! Who am I?","Mount Rushmore","Mount Hood","Mount Whitney","Mount St. Helens","Mount Rushmore","Four U.S. presidents’ faces are carved into Mount Rushmore!"
474,"I’m a lake so blue, you’ll think I swallowed the sky! Who am I?","Crater Lake","Lake Tahoe","Lake Michigan","Lake Superior","Crater Lake","Crater Lake is the deepest lake in the U.S., formed from a collapsed volcano!"
475,"I’m where the rocks glow red like they just blushed! Who am I?","Antelope Canyon","Bryce Canyon","Zion","Sedona","Antelope Canyon","Antelope Canyon was shaped by flash floods — it’s nature’s art gallery!"
476,"I’m a windy city, but that’s not just about weather! Who am I?","Chicago","Denver","Dallas","Seattle","Chicago","Chicago got the nickname ‘Windy City’ from its talkative politicians, not the breeze!"
477,"I’m a desert where cactus selfies are totally normal! Who am I?","Sonoran Desert","Death Valley","Mojave Desert","Great Basin","Sonoran Desert","The Sonoran Desert has giant cacti that can live over 200 years!"
478,"I’m a valley so silent that even rocks whisper stories! Who am I?","Death Valley","Grand Canyon","Monument Valley","Zion","Death Valley","Death Valley is the hottest place on Earth — up to 56°C!"
479,"I’m a rocky place that’s actually pretty grand! Who am I?","Rocky Mountains","Appalachians","Grand Teton","Zion","Rocky Mountains","The Rockies stretch over 3,000 miles from Canada to New Mexico!"
480,"I’m the loudest waterfall in North America — you can hear me roar! Who am I?","Niagara Falls","Yosemite Falls","Bridalveil Falls","Multnomah Falls","Niagara Falls","People used to go over Niagara Falls in barrels for fun (and fame)!"
481,"I’m a river that snakes through 10 states! Who am I?","Mississippi River","Missouri River","Colorado River","Rio Grande","Mississippi River","The Mississippi River is over 3,700 km long — it’s like nature’s highway!"
482,"I’m full of colorful hot springs — nature’s rainbow baths! Who am I?","Grand Prismatic Spring","Yellowstone Geyser Basin","Blue Lagoon","Hot Creek","Grand Prismatic Spring","The bright colors come from heat-loving bacteria!"
483,"I’m a park where giant stone arches play hide and seek! Who am I?","Arches National Park","Zion","Bryce Canyon","Monument Valley","Arches National Park","This park has over 2,000 natural stone arches — no human hands needed!"
